,Low 10,Decile 2,Decile 3,Decile 4,Decile 5,Decile 6,Decile 7,Decile 8,Decile 9,High 10
8/1/1976,1.89,5.4,8.91,10.79,19.18,20.63,29.39,28.71,47.06,107.93
9/1/1976,1.91,5.49,9.08,10.93,19.72,21.07,30.15,29.38,48.03,110.6
10/1/1976,1.85,5.44,8.9,10.67,19.26,20.7,29.65,28.66,47.26,108.04
11/1/1976,1.87,5.51,9.1,10.99,19.79,21.31,30.66,29.59,48.97,111.9
12/1/1976,2.1,6.07,10.04,11.97,21.4,23.27,33.6,32.36,53.85,122.64
1/1/1977,2.17,6.29,10.28,12.15,22.1,24.28,34.67,33.51,55.86,128.37
2/1/1977,2.17,6.3,10.31,12.14,22.08,24.12,35.05,33.39,56.33,129.76
3/1/1977,2.2,6.34,10.39,12.2,22.33,24.21,35.33,33.77,57.2,131.56
4/1/1977,2.21,6.33,10.49,12.32,22.7,24.72,36.18,34.66,58.65,135.48
5/1/1977,2.21,6.35,10.47,12.32,23.02,24.74,36.69,34.79,58.42,136.84
6/1/1977,2.3,6.68,11,12.98,24.31,25.98,38.41,36.67,62.1,146.44
7/1/1977,2.35,6.7,11.11,13.07,24.51,26.28,38.72,37.07,62.89,147.83
8/1/1977,2.33,6.72,11.07,13.04,24.27,26.04,38.35,37.12,62.65,148.22
9/1/1977,2.33,6.73,11.23,13.19,24.57,26.31,39.04,37.6,63.94,150.83
10/1/1977,2.26,6.57,10.97,12.87,23.94,25.99,38.33,36.77,62.75,146.32
11/1/1977,2.42,6.95,11.61,13.68,25.43,27.6,40.73,39.97,68.02,158.94
12/1/1977,2.45,7.01,11.71,13.78,26.02,28.05,41.45,40.69,70.06,163.87
1/1/1978,2.49,6.94,11.62,13.45,25.46,27.78,40.61,39.91,68.76,161.72
2/1/1978,2.52,7.12,11.78,13.8,26.06,28.4,41.55,41.24,71.45,166.3
3/1/1978,2.71,7.48,12.58,14.66,27.43,30.01,44.14,44.19,76.62,179.9
4/1/1978,2.95,8.09,13.5,15.86,29.18,31.87,47.15,47.91,83.61,196.04
5/1/1978,3.2,8.7,14.19,16.74,30.42,33.3,49.95,51.41,89.37,215.04
6/1/1978,3.19,8.76,14.38,16.86,30.58,33.54,50.19,52.16,90.21,219.34
7/1/1978,3.32,9.11,14.98,17.41,31.66,35.28,53.1,55.07,95.65,234.98
8/1/1978,3.63,9.71,16.05,18.49,34.12,38.03,57.34,59.71,105.72,265.15
9/1/1978,3.7,9.81,16.29,18.51,34.76,38.23,57.25,59.31,106.04,263.08
10/1/1978,3.12,8.52,14.46,16.02,29.85,31.94,46.73,47.87,82.77,195.1
11/1/1978,3.12,8.68,14.78,16.38,30.69,33.07,48.93,50.29,87.91,212.39
12/1/1978,3.13,8.73,14.74,16.29,31.05,33.54,49.75,51.03,89.45,217.93
1/1/1979,3.52,9.49,16.08,17.66,33.61,35.89,54.03,55.46,97.75,240.55
2/1/1979,3.48,9.28,15.85,17.35,32.96,35.27,53.18,54.58,95.73,232.23
3/1/1979,3.79,9.9,16.9,18.37,35.05,37.93,57.84,59.26,104.94,255.59
4/1/1979,3.94,10.01,17.2,18.69,36.07,38.54,59.63,60.5,108.02,264.97
5/1/1979,3.88,9.94,17.09,18.56,35.96,38.58,58.35,60.17,106.94,261.84
6/1/1979,4.09,10.42,17.85,19.54,37.83,40.29,61.88,63.55,113.93,277.84
7/1/1979,4.17,10.63,18.36,20.11,39,41.25,63.57,64.86,115.96,282.51
8/1/1979,4.52,11.55,19.51,21.54,41.66,44.09,67.34,69.71,125.75,306.27
9/1/1979,4.41,11.45,19.33,21.72,41.24,43.8,67.28,69.72,126.5,313.34
10/1/1979,3.92,10.31,17.54,19.9,37.41,39.91,61.31,63.73,114.6,284.48
11/1/1979,4.02,10.6,18.18,20.73,39.35,42.55,65.76,68.77,127.45,323.49
12/1/1979,4.24,11.12,18.86,21.51,41.04,45.05,70.39,73.77,138.26,361.62
1/1/1980,4.69,12.06,19.96,22.97,43.61,48.98,77.57,82.39,155.48,411.2
2/1/1980,4.62,11.78,19.53,22.29,42.56,47.46,75.85,81.92,155.73,425.39
3/1/1980,3.86,10.36,17.06,19.42,36.7,40.38,64.16,66.96,127.54,329.25
4/1/1980,4.03,11.03,17.97,20.34,38.05,42.1,67.89,70.61,135.78,352.37
5/1/1980,4.36,11.85,19.39,21.83,40.83,45.11,72.28,75.79,143.98,377.42
6/1/1980,4.54,12.33,20.15,22.7,42.42,46.87,74.88,78.78,152.46,397.69
7/1/1980,4.95,13.3,21.75,24.39,45.43,50.52,81.96,87.04,170.46,446.56
8/1/1980,5.32,13.92,22.71,25.45,47.53,52.7,86.79,93.87,184.8,490.99
9/1/1980,5.63,14.47,23.48,25.92,48.38,54.28,89.93,98.41,195,527.28
10/1/1980,5.78,14.66,23.59,26.24,49.3,55.8,92.95,103.08,208.52,573.84
11/1/1980,5.9,14.79,23.86,26.99,52,58.62,99.4,111.38,233.35,659.11
12/1/1980,5.73,14.57,23.69,26.5,50.72,57.19,97.42,106.26,223.95,622.13
1/1/1981,5.93,15,24.4,27.41,51.81,57.58,98.15,104.41,220.59,593.2
2/1/1981,5.97,15.31,24.61,28.03,52.38,58.44,98.87,105.82,220.94,586.15
3/1/1981,6.39,16.55,26.74,30.16,55.96,62.59,105.56,112.74,239.32,634.15
4/1/1981,6.57,16.88,27.56,30.97,57.84,64.06,109.74,114.53,248.51,657.8
5/1/1981,6.65,17.04,27.93,31.63,59.26,66.13,112.28,117.55,256.99,698.26
6/1/1981,6.58,17.25,28.42,31.87,59.47,66.13,112.32,117.24,252.33,675.22
7/1/1981,6.45,17.13,28.3,31.36,58.95,64.47,109.97,114.44,243.93,657.26
8/1/1981,5.87,16.04,27.04,30.02,55.39,60.51,102.82,108.13,225.86,592.52
9/1/1981,5.16,14.82,25.06,27.68,51.23,56.29,95.2,100.76,211.29,540.43
10/1/1981,5.44,15.8,26.36,29.04,54.62,60.36,101.42,108.11,228.34,595.29
11/1/1981,5.28,16.16,26.83,29.99,56.74,62.29,106.17,111.77,235.44,613.68
12/1/1981,4.99,15.63,26.64,29.54,55.99,62.42,105.01,110.72,231.34,602.02
1/1/1982,4.94,15.25,26.02,29.05,55.34,61.5,103.73,109.2,227.06,587.69
2/1/1982,4.57,14.57,24.93,27.76,53.56,59.81,102.18,106.8,222.07,569.59
3/1/1982,4.44,14.3,24.63,27.42,53.14,59.69,101.47,107.4,222.69,572.04
4/1/1982,4.69,15,26.17,28.74,55.92,63.38,106.04,112.52,235.74,600.65
5/1/1982,4.48,14.58,25.16,27.96,54.92,62.29,103.95,110.94,233.43,597.28
6/1/1982,4.12,13.88,24.53,27.14,54.01,61.27,102.63,109.46,231.91,593.4
7/1/1982,3.98,13.47,23.82,26.53,52.88,60.36,102.31,109.93,232.61,595.54
8/1/1982,4.23,14.54,25.75,28.52,56.13,63.75,107.98,116.74,246.87,629.18
9/1/1982,4.15,14.86,26.58,29.49,58.15,66.86,113.51,121.87,258.37,677.25
10/1/1982,4.63,16.92,29.84,32.88,65.75,75.59,128.5,136.98,289.25,794.76
11/1/1982,4.85,18.43,32.59,36.72,73.18,82.7,140.99,150.02,315.86,902.92
12/1/1982,4.99,18.81,33.38,37.18,74.11,84.48,143.99,153.31,322.02,931.64
1/1/1983,5.95,21.25,36.97,40.48,79.64,89.83,152.23,164.93,348.91,1032.16
2/1/1983,5.98,22.44,39.25,42.77,85.04,94.02,162.58,175.58,376.5,1112.46
3/1/1983,6.28,23.57,41.19,45.04,88.25,98.83,170.77,186.04,394.84,1180.77
4/1/1983,6.79,25.49,44.2,48.04,93.9,105.81,182.72,200.8,426.55,1309.12
5/1/1983,7.81,27.71,47.62,51.3,99.69,113.39,195.5,213.71,463.78,1435.84
6/1/1983,8.24,29,49.17,53.58,103.5,118.87,202.42,226.04,490.91,1507.63
7/1/1983,8.31,28.96,49.05,52.91,102.74,116.94,198.49,222.13,474.03,1444.61
8/1/1983,8.02,28.9,48.61,52.09,100.94,114.16,194.2,213.58,452.65,1359.52
9/1/1983,7.89,29.09,49.06,52.54,103.08,115.94,197.33,214.62,459.75,1354.77
10/1/1983,7.4,28.6,47.99,51.02,97.44,110.2,190.01,202.93,435.34,1231.62
11/1/1983,7.41,29.03,49.51,53.23,101.39,114.1,198.29,209.46,450.67,1283.1
12/1/1983,7.1,28.26,49.19,52.41,101.03,113.42,195.74,205.84,450.85,1246.4
1/1/1984,7.28,28.85,49.23,52.27,102.12,114.49,193.7,205.43,446.97,1231.82
2/1/1984,6.83,27.47,46.76,49.54,97.45,109.63,185.91,195.81,424.71,1147.19
